Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,AMC Loews Oak Tree 6,10006 Aurora Ave N,,Seattle,WA,98133,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.7018765,-122.3430745,2024-03-06,145260,2024-03-06 01:59:11 UTC,,,,2019-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Sammamish Highlands,510 228Th Ave Ne,,Sammamish,WA,98074,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.6141025,-122.0341465,2024-03-06,145261,2024-03-06 01:58:03 UTC,,,,2019-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Pine Lake Village,3016 Issaquah-Pine Lake Rd Se,,Sammamish,WA,98075,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.5831155,-122.03388,2024-03-06,145262,2024-03-06 01:56:54 UTC,,,,2019-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Grand Ridge Plaza Regal Theater,1451 Highlands Dr Ne,,Issaquah,WA,98029,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.543796,-122.017239,2024-03-06,145263,2024-03-06 01:59:14 UTC,,,,2019-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Kitsap Mall Dick's Sporting Goods,10315 Silverdale Way Nw,,Silverdale,WA,98383,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.6569805,-122.692128,2024-03-06,145264,2024-03-06 01:57:59 UTC,,,,2019-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Kitsap Mall Kohl's,10315 Silverdale Way Nw,,Silverdale,WA,98383,,888-264-2208,E,,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.658828,-122.6887895,2024-03-06,145265,2024-03-06 01:59:25 UTC,,,,2019-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,SCH CURE P1 #5,1920 Terry Ave,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.617016,-122.33408,2024-03-06,145390,2024-03-06 00:45:02 UTC,,,,2019-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Target T1331 - Lake Stevens, WA",9601 Market Place,,Lake Stevens,WA,98258,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.99823,-122.10064,2024-03-06,145684,2024-03-06 01:47:59 UTC,,,,2019-10-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LINK Transit,300 S Columbia St,Columbia Station,Wenatchee,WA,98801,,,E,,Private,Fleet use only,,,,,,,3,,Non-Networked,,GPS,47.4175735,-120.317166,2023-01-10,146671,2023-07-14 17:46:16 UTC,P,,,2020-08-31,,,,,J1772COMBO,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,HD,false
ELEC,Simon Northgate Mall,401 NE Northgate Way,,Seattle,WA,98125,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.70846,-122.32489,2024-03-06,146948,2024-03-06 01:49:43 UTC,,,,2019-10-12,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Target T0627 - Tukwila, WA",301 Strander Blvd.,,Tukwila,WA,98188,,833-632-2778,E,,Public,24 hours daily,,,,,,,5,,Electrify America,https://www.electrifyamerica.com/,GPS,47.45571,-122.25738,2024-03-06,147131,2024-03-06 01:49:18 UTC,,,,2019-10-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Target T0996 - Issaquah, WA",755 NW Gillman Blvd.,,Issaquah,WA,98027,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.54187,-122.05203,2024-03-06,147227,2024-03-06 01:49:13 UTC,,,,2019-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UDR CHARGER 4,958 111th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.618696,-122.191787,2024-03-06,147301,2024-03-06 00:47:02 UTC,,,,2019-10-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KW RADIUS RADIUS 1,400 Boren Ave N,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.622575,-122.335481,2024-03-06,147397,2024-03-06 00:46:27 UTC,,,,2019-10-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UDR ISLAND SQ APT 2,2758 78th Ave se,,Mercer Island,WA,98040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.585809,-122.233237,2024-03-06,147432,2024-03-06 00:44:27 UTC,,,,2019-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Ridgewood Corporate Square Building F,150 120th Ave NE,For tenants and visitors only.||,Bellevue,WA,98005,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.611815,-122.178134,2024-03-06,147519,2024-03-06 00:03:28 UTC,,,,2019-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Ridgewood Corporate Square Building C,330 120th Ave NE,"Chargers are in Parking Garage Chargers are available to employees and visitors only
Chargers are in Parking Garage. ||Chargers are available to employees and ||visitors only.||",Bellevue,WA,98005,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.612834,-122.178704,2024-03-06,147537,2024-03-06 00:03:28 UTC,,,,2019-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Bella Tess Apartments,17016 E Indiana Pkwy.,,Spokane Valley,WA,99016,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,47.670893,-117.176698,2024-03-06,147574,2024-03-06 01:53:32 UTC,,,,2019-11-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Wingate By Wyndham Spokane,2726 S Flint Rd,,Spokane,WA,99224,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,47.629619,-117.535903,2024-03-06,147575,2024-03-06 01:53:32 UTC,,,,2019-11-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Walmart 5628 - Monroe, WA",19191 N Kelsey Street,,Monroe,WA,98272,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.86516,-121.97318,2024-03-06,147648,2024-03-06 01:47:51 UTC,,,,2019-11-09,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Anacortes, WA #7131",909 17th Street,,Anacortes,WA,98221,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,48.508154,-122.611842,2024-03-06,147673,2024-03-06 00:06:45 UTC,,,,2011-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Island Hospital Behind M.O.B. Building,1211 24th Street,,Anacortes,WA,98221,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,48.5006578,-122.6159562,2024-03-06,147675,2024-03-06 00:08:54 UTC,,,,2014-12-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.70/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Valley Supply - Woodinville,8310 Maltby Road,,Woodinville,WA,98072,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8045651,-122.1205486,2024-03-06,147685,2024-03-06 00:07:43 UTC,,,,2012-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Lynnwood, WA #6302",16423 Larch Way,,Lynnwood,WA,98037,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.848697,-122.246153,2024-03-06,147686,2024-03-06 00:06:44 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Monte Villa,3830 Monte Villa Parkway,,Bothell,WA,98021,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.776781,-122.181535,2024-03-06,147690,2024-03-06 00:07:43 UTC,,,,2012-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.75/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Public Safety #3,205 5th Avenue North,,Edmonds,WA,98020,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8124532,-122.3758246,2024-03-06,147692,2024-03-06 00:03:58 UTC,,,,2019-04-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,City Park #1,600 3rd Avenue South,,Edmonds,WA,98020,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8051107,-122.3813841,2024-03-06,147698,2024-03-06 00:03:58 UTC,,,,2019-04-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,531605: Park East Business Park,18005 Northeast 68th Street,,Redmond,WA,98052,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6665847,-122.0991426,2024-03-06,147699,2024-03-06 00:00:39 UTC,,,,2018-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Whitman College,147 South Park Street,,Walla Walla,WA,99362,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,46.0705799,-118.3306351,2024-03-06,147706,2024-03-06 00:00:33 UTC,,,,2018-08-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Seattle, WA #4157",859 NE Northgate Way,,Seattle,WA,98125,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7084377,-122.3179225,2024-03-06,147708,2024-03-06 00:06:41 UTC,,,,2015-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Bellevue, WA #3662",647 140th Ave NE,,Bellevue,WA,98005,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6165569,-122.1537017,2024-03-06,147710,2024-03-06 00:06:44 UTC,,,,2011-11-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Discovery West Apartments,"580 8th Ave., NE",The stations are located directly next to the astroturf open field.,Issaquah,WA,98029,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5365604,-122.0205442,2024-03-06,147715,2024-03-06 00:09:46 UTC,,,,2016-03-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Swedish Medical Center Issaquah Campus,751 N.E. Blakely Drive,,Issaquah,WA,98027,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.536237,-122.0220539,2024-03-06,147717,2024-03-06 00:06:50 UTC,,,,2014-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,531614 :Sunset Corporate Campus,13810 Southeast Eastgate Way,Parking lot fees will apply,Bellevue,WA,98005,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5806355,-122.1564536,2024-03-06,147724,2024-03-06 00:01:41 UTC,,,,2018-12-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,The Commons at Ballard,"5621 22nd Avenue, NW",,Seattle,WA,98107,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6699634,-122.3847489,2024-03-06,147727,2024-03-06 00:11:44 UTC,,,,2015-10-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$1.50/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false
ELEC,531620 : Centre 425/Everest,501 Fairview Avenue North,Additional garage fees will apply,Seattle,WA,98109,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6233435,-122.334684,2024-03-06,147734,2024-03-06 00:00:42 UTC,,,,2018-07-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Troy Block,300 Boren Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,24 hours daily,,,,,,9,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6211672,-122.3354501,2024-03-06,147737,2024-03-06 00:11:46 UTC,,,,2016-05-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Tilt49 Realty LLC,1812 Boren Avenue,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,10,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6170248,-122.3322181,2024-03-05,147742,2024-03-05 23:59:28 UTC,,,,2015-03-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Hill 7 Station,1099 Stewart Street,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6164918,-122.3324879,2024-03-06,147743,2024-03-06 00:00:37 UTC,,,,2011-12-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,531628 : 2201 Westlake,2201 Westlake Avenue,,Seattle,WA,98109,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.61809006,-122.33892,2024-03-06,147745,2024-03-06 00:01:48 UTC,,,,2018-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,531622 : 818 Stewart Street Holdco LLC,818 Stewart Street,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6156458,-122.3350555,2024-03-06,147746,2024-03-06 00:01:49 UTC,,,,2019-02-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,818 Stewart Street Holdco LLC,818 Stewart Street,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6156458,-122.3350555,2024-03-06,147747,2024-03-06 00:01:49 UTC,,,,2017-08-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,531604 : 600 Broadway,600 Broadway,Additional garage rates will apply.,Seattle,WA,98122,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6078691,-122.3196562,2024-03-06,147750,2024-03-06 00:00:41 UTC,,,,2016-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,101 Elliott,101 Elliott Avenue West,"This station is located in a garage that is only available to the public M-F from 7am - 7pm. There is a parking garage fee which is separate from the fee to use the electric vehicle charging station. 

There is a $40 fee to get your car out of the garage after 7pm.",Seattle,WA,98121,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.619075,-122.35957300000001,2024-03-06,147757,2024-03-06 00:07:41 UTC,,,,2012-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,1201 Third,1201 Third Avenue,Garage fees apply. Please note public garage hours for access. Charging rates: $0.55/hr for first 4 hours.  $15.00/hr thereafter. **HOURS NOT PRORATED**,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6072826,-122.3360929,2024-03-06,147761,2024-03-06 00:11:48 UTC,,,,2017-05-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.55-$15.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Pike Place Market,1901 Western Avenue,Garage parking fees apply.,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6091582,-122.3418441,2024-03-06,147762,2024-03-06 00:11:46 UTC,,,,2017-05-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Second and Seneca Tower,1191 2nd Avenue,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6060061,-122.336716,2024-03-06,147765,2024-03-06 00:01:43 UTC,,,,2018-10-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.20/kWh Energy Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Union Station Parking Garage (#USPG),550 4th Avenue South,,Seattle,WA,98134,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5975078,-122.328595,2024-03-06,147769,2024-03-06 00:03:53 UTC,,,,2019-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Slalom Hawk Tower,255 S. King Street,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5980919,-122.3309701,2024-03-06,147770,2024-03-06 00:02:48 UTC,,,,2016-08-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,531610: Stadium Innovation Center,1531 Utah Avenue South,Parking garage location - all fees assessed will be paid with the parking garage,Seattle,WA,98134,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5892477,-122.3358112,2024-03-06,147773,2024-03-06 00:00:38 UTC,,,,2011-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Renton, WA #7355",3011 NE Sunset Blvd,,Renton,WA,98056,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5025057,-122.1780214,2024-03-06,147774,2024-03-06 00:06:45 UTC,,,,2011-11-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Renton, WA #12497",4105 NE 4th St,,Renton,WA,98059,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.4884945,-122.1642138,2024-03-06,147775,2024-03-06 00:06:45 UTC,,,,2012-02-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Des Moines, WA #9423",23003 Pacific Highway South,,Des Moines,WA,98198,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.3951507,-122.2953153,2024-03-06,147785,2024-03-06 00:08:56 UTC,,,,2011-12-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Four Lakes Apartments,6821 Udall Place Southeast,These stations are in a gated community and for tenant use only. No public charging available.,Auburn,WA,98092,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.24745538956,-122.20054897354,2024-03-05,147790,2024-03-05 23:59:32 UTC,,,,2017-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Point Ruston - Main Street,5005 Main Street,"These stations are available for public use, though it's important to note that the site is an active constructive zone as new buildings come online.",Tacoma,WA,98407,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.298158744057,-122.50341835087,2024-03-06,147795,2024-03-06 00:07:36 UTC,,,,2016-02-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,531617 : Court C Parking Level - Charging Stations,1149 Market Street,,Tacoma,WA,98402,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2515929,-122.4407988,2024-03-06,147796,2024-03-06 00:01:42 UTC,,,,2018-07-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.85-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - University Place, WA #3723",7451 Crique Dr W,,University Place,WA,98467,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2136054,-122.5366188,2024-03-06,147804,2024-03-06 00:06:44 UTC,,,,2011-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Steilacoom EV Station,207 Wilkes Street,"Station is in a parking lot, however, the parking fee is waived while using the station.",Steilacoom,WA,98388,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.1727264,-122.5984377,2024-03-06,147808,2024-03-06 00:03:54 UTC,,,,2019-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,DuPont Grocery Inc.,100 Barksdale Avenue,,DuPont,WA,98327,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.093942,-122.6260623,2024-03-06,147809,2024-03-06 00:00:28 UTC,,,,2018-05-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
