state,county,fips_state,fips_county,year,renting_hh,filings_observed,ind_filings_court_issued_lt,hh_threat_observed
Georgia,Catoosa County,13,13047,2000,4676,817,0,
Georgia,Catoosa County,13,13047,2001,4869,892,0,
Georgia,Catoosa County,13,13047,2002,5062,1017,0,
Georgia,Catoosa County,13,13047,2003,5254,1047,0,
Georgia,Catoosa County,13,13047,2004,5447,1145,0,
Georgia,Catoosa County,13,13047,2005,5640,1202,0,991
Georgia,Catoosa County,13,13047,2006,5833,1160,0,962
Georgia,Catoosa County,13,13047,2007,6026,1211,0,1007
Georgia,Catoosa County,13,13047,2008,6218,974,0,793
Georgia,Catoosa County,13,13047,2009,6411,1200,0,947
Georgia,Catoosa County,13,13047,2010,6604,1302,0,1004
Georgia,Catoosa County,13,13047,2011,6792,1270,0,970
Georgia,Catoosa County,13,13047,2012,6979,1174,0,949
Georgia,Catoosa County,13,13047,2013,7167,1088,0,910
Georgia,Catoosa County,13,13047,2014,7355,1053,0,859
Georgia,Catoosa County,13,13047,2015,7542,1052,0,850
Georgia,Catoosa County,13,13047,2016,7730,988,0,838
Georgia,Charlton County,13,13049,2004,775,70,0,61
Georgia,Charlton County,13,13049,2005,807,73,0,
Georgia,Charlton County,13,13049,2006,840,90,0,
Georgia,Charlton County,13,13049,2007,873,118,0,
Georgia,Charlton County,13,13049,2008,906,108,0,
Georgia,Charlton County,13,13049,2009,939,124,0,
Georgia,Charlton County,13,13049,2010,972,96,0,
Georgia,Charlton County,13,13049,2012,1019,123,0,
Georgia,Charlton County,13,13049,2013,1042,112,0,
Georgia,Charlton County,13,13049,2014,1065,84,0,
Georgia,Charlton County,13,13049,2015,1089,74,0,
Georgia,Charlton County,13,13049,2016,1112,105,0,
Georgia,Chatham County,13,13051,2001,36372,7313,0,
Georgia,Chatham County,13,13051,2002,37172,7534,0,
Georgia,Chatham County,13,13051,2003,37972,5637,0,
Georgia,Chatham County,13,13051,2004,38772,8410,0,
Georgia,Chatham County,13,13051,2005,39572,8216,0,
Georgia,Chatham County,13,13051,2006,40372,8687,0,6308
Georgia,Chatham County,13,13051,2007,41172,8969,0,
Georgia,Chatham County,13,13051,2008,41972,9178,0,
Georgia,Chatham County,13,13051,2009,42772,9080,0,6522
Georgia,Chatham County,13,13051,2010,43572,9419,0,6728
Georgia,Chatham County,13,13051,2011,44835,9762,0,6659
Georgia,Chatham County,13,13051,2012,46098,10223,0,7007
Georgia,Chatham County,13,13051,2013,47361,10356,0,7134
Georgia,Chatham County,13,13051,2014,48624,10707,0,7428
Georgia,Chatham County,13,13051,2015,49887,10785,0,7443
Georgia,Chatham County,13,13051,2016,51150,10851,0,7366
Georgia,Chattahoochee County,13,13053,2000,2139,12,0,
Georgia,Chattahoochee County,13,13053,2001,2103,14,0,
Georgia,Chattahoochee County,13,13053,2002,2068,20,0,
Georgia,Chattahoochee County,13,13053,2003,2032,14,0,
Georgia,Chattahoochee County,13,13053,2004,1996,40,0,
Georgia,Chattahoochee County,13,13053,2005,1961,36,0,
Georgia,Chattahoochee County,13,13053,2006,1925,24,0,
Georgia,Chattahoochee County,13,13053,2007,1889,18,0,
Georgia,Chattahoochee County,13,13053,2008,1853,23,0,
Georgia,Chattahoochee County,13,13053,2009,1818,23,0,
Georgia,Chattahoochee County,13,13053,2010,1782,32,0,
Georgia,Chattahoochee County,13,13053,2011,1809,17,0,
Georgia,Chattahoochee County,13,13053,2012,1835,33,0,
Georgia,Chattahoochee County,13,13053,2013,1862,36,0,
Georgia,Chattahoochee County,13,13053,2014,1889,20,0,
Georgia,Chattahoochee County,13,13053,2015,1915,27,0,
Georgia,Chattahoochee County,13,13053,2016,1942,25,0,
Georgia,Chattooga County,13,13055,2001,2410,271,0,
Georgia,Chattooga County,13,13055,2004,2545,313,0,
Georgia,Chattooga County,13,13055,2005,2590,249,0,230
Georgia,Chattooga County,13,13055,2006,2634,220,0,203
Georgia,Chattooga County,13,13055,2007,2679,252,0,234
Georgia,Chattooga County,13,13055,2008,2724,234,0,220
Georgia,Chattooga County,13,13055,2011,2865,187,0,179
Georgia,Chattooga County,13,13055,2012,2916,225,0,211
Georgia,Chattooga County,13,13055,2013,2968,278,0,258
Georgia,Chattooga County,13,13055,2015,3070,271,0,
Georgia,Cherokee County,13,13057,2001,8750,1680,0,
Georgia,Cherokee County,13,13057,2002,9504,2031,0,
Georgia,Cherokee County,13,13057,2004,11012,2665,0,
Georgia,Cherokee County,13,13057,2005,11766,2825,0,
Georgia,Cherokee County,13,13057,2006,12520,2865,0,
Georgia,Cherokee County,13,13057,2007,13274,3034,0,
Georgia,Cherokee County,13,13057,2008,14028,3376,0,2650
Georgia,Cherokee County,13,13057,2009,14782,2900,0,2363
Georgia,Cherokee County,13,13057,2010,15536,3157,0,2599
Georgia,Cherokee County,13,13057,2011,16239,4507,0,
Georgia,Cherokee County,13,13057,2012,16941,3029,0,2451
Georgia,Cherokee County,13,13057,2013,17644,2998,0,2278
Georgia,Cherokee County,13,13057,2014,18346,2838,0,2109
Georgia,Cherokee County,13,13057,2015,19049,2547,0,1860
Georgia,Cherokee County,13,13057,2016,19751,2487,0,1704
Georgia,Clarke County,13,13059,2002,23669,1706,0,
Georgia,Clarke County,13,13059,2003,23991,1893,0,
Georgia,Clarke County,13,13059,2004,24314,1922,0,
Georgia,Clarke County,13,13059,2005,24636,2269,0,
Georgia,Clarke County,13,13059,2006,24958,2613,0,
Georgia,Clarke County,13,13059,2007,25281,2602,0,
Georgia,Clarke County,13,13059,2008,25603,2547,0,
Georgia,Clarke County,13,13059,2009,25926,2493,0,
Georgia,Clarke County,13,13059,2010,26248,2615,0,
Georgia,Clarke County,13,13059,2012,27476,2856,0,
Georgia,Clarke County,13,13059,2013,28091,3036,0,
Georgia,Clarke County,13,13059,2014,28705,3221,0,
Georgia,Clarke County,13,13059,2015,29319,2919,0,
Georgia,Clarke County,13,13059,2016,29933,3314,0,
Georgia,Clay County,13,13061,2000,344,10,0,
Georgia,Clay County,13,13061,2001,347,13,0,
Georgia,Clay County,13,13061,2002,350,17,0,
Georgia,Clay County,13,13061,2003,353,19,0,
Georgia,Clay County,13,13061,2004,356,17,0,11
Georgia,Clay County,13,13061,2005,359,16,0,
Georgia,Clay County,13,13061,2006,361,35,0,
Georgia,Clay County,13,13061,2007,364,35,0,
Georgia,Clay County,13,13061,2008,367,16,0,
Georgia,Clay County,13,13061,2009,370,24,0,
Georgia,Clay County,13,13061,2010,373,26,0,
Georgia,Clay County,13,13061,2011,380,21,0,
Georgia,Clay County,13,13061,2012,388,11,0,
Georgia,Clay County,13,13061,2013,395,18,0,
Georgia,Clay County,13,13061,2014,402,10,0,
Georgia,Clay County,13,13061,2015,410,16,0,
Georgia,Clay County,13,13061,2016,417,18,0,
Georgia,Clayton County,13,13063,2001,33050,14120,0,
Georgia,Clayton County,13,13063,2002,33700,15506,0,10276
Georgia,Clayton County,13,13063,2003,34350,16935,0,11895
Georgia,Clayton County,13,13063,2004,35001,17862,0,12592
Georgia,Clayton County,13,13063,2005,35651,17439,0,12800
Georgia,Clayton County,13,13063,2006,36301,18573,0,14015
Georgia,Clayton County,13,13063,2007,36952,20167,0,14682
Georgia,Clayton County,13,13063,2008,37602,21141,0,15469
Georgia,Clayton County,13,13063,2009,38253,18984,0,14340
Georgia,Clayton County,13,13063,2010,38903,19800,0,14555
Georgia,Clayton County,13,13063,2011,39779,20348,0,15000
Georgia,Clayton County,13,13063,2012,40655,20123,0,14833
Georgia,Clayton County,13,13063,2013,41532,19778,0,14273
Georgia,Clayton County,13,13063,2014,42408,19729,0,14251
Georgia,Clayton County,13,13063,2015,43284,20174,0,14011
Georgia,Clayton County,13,13063,2016,44160,19141,0,13126
Georgia,Clinch County,13,13065,2010,758,36,0,
Georgia,Clinch County,13,13065,2011,777,35,0,
Georgia,Clinch County,13,13065,2012,796,31,0,30
Georgia,Clinch County,13,13065,2013,816,27,0,27
Georgia,Clinch County,13,13065,2014,835,41,0,40
Georgia,Clinch County,13,13065,2015,854,34,0,
Georgia,Clinch County,13,13065,2016,873,37,0,37
Georgia,Cobb County,13,13067,2001,73798,17766,0,
Georgia,Cobb County,13,13067,2002,75164,19481,0,14779
Georgia,Cobb County,13,13067,2003,76530,20989,0,
Georgia,Cobb County,13,13067,2004,77896,21361,0,15791
Georgia,Cobb County,13,13067,2005,79262,21738,0,
Georgia,Cobb County,13,13067,2006,80627,22308,0,
Georgia,Cobb County,13,13067,2007,81993,22808,0,16421
Georgia,Cobb County,13,13067,2008,83359,23874,0,17096
Georgia,Cobb County,13,13067,2009,84725,22592,0,16561
Georgia,Cobb County,13,13067,2010,86091,22570,0,16596
Georgia,Cobb County,13,13067,2011,88996,22978,0,16508
Georgia,Cobb County,13,13067,2012,91900,20264,0,14907
Georgia,Cobb County,13,13067,2013,94805,21559,0,15673
Georgia,Cobb County,13,13067,2014,97709,20610,0,15923
Georgia,Cobb County,13,13067,2015,100614,20398,0,14540
Georgia,Cobb County,13,13067,2016,103518,20415,0,13701
Georgia,Coffee County,13,13069,2002,3659,369,0,
Georgia,Coffee County,13,13069,2003,3779,432,0,
Georgia,Coffee County,13,13069,2004,3900,219,0,
Georgia,Coffee County,13,13069,2005,4020,457,0,
Georgia,Coffee County,13,13069,2006,4140,457,0,
Georgia,Coffee County,13,13069,2007,4261,497,0,
Georgia,Coffee County,13,13069,2008,4381,587,0,
Georgia,Coffee County,13,13069,2009,4502,531,0,
Georgia,Coffee County,13,13069,2010,4622,395,0,341
Georgia,Coffee County,13,13069,2011,4743,418,0,350
Georgia,Coffee County,13,13069,2012,4865,390,0,343
Georgia,Coffee County,13,13069,2014,5107,425,0,376
Georgia,Coffee County,13,13069,2015,5229,503,0,415
Georgia,Coffee County,13,13069,2016,5350,477,0,
Georgia,Colquitt County,13,13071,2001,5250,479,0,427
Georgia,Colquitt County,13,13071,2002,5333,528,0,463
Georgia,Colquitt County,13,13071,2003,5416,376,0,
Georgia,Colquitt County,13,13071,2004,5499,604,0,
Georgia,Colquitt County,13,13071,2005,5583,596,0,
Georgia,Colquitt County,13,13071,2006,5666,617,0,
Georgia,Colquitt County,13,13071,2007,5749,662,0,
Georgia,Colquitt County,13,13071,2008,5832,641,0,
Georgia,Colquitt County,13,13071,2009,5915,626,0,
Georgia,Colquitt County,13,13071,2011,6138,603,0,
Georgia,Colquitt County,13,13071,2012,6278,527,0,451
Georgia,Colquitt County,13,13071,2013,6419,686,0,610
Georgia,Colquitt County,13,13071,2014,6559,662,0,575
Georgia,Colquitt County,13,13071,2015,6699,697,0,
Georgia,Columbia County,13,13073,2001,5949,625,0,
Georgia,Columbia County,13,13073,2003,6721,794,0,642
Georgia,Columbia County,13,13073,2004,7107,970,0,
Georgia,Columbia County,13,13073,2005,7493,952,0,784
Georgia,Columbia County,13,13073,2006,7879,778,0,
Georgia,Columbia County,13,13073,2007,8265,865,0,
Georgia,Columbia County,13,13073,2008,8651,975,0,802
Georgia,Columbia County,13,13073,2009,9037,936,0,
Georgia,Columbia County,13,13073,2010,9423,1074,0,
Georgia,Columbia County,13,13073,2011,9995,1129,0,
Georgia,Columbia County,13,13073,2014,11710,1228,0,
Georgia,Columbia County,13,13073,2015,12282,1097,0,
Georgia,Columbia County,13,13073,2016,12854,1122,0,
Georgia,Cook County,13,13075,2000,1477,116,0,
Georgia,Cook County,13,13075,2001,1529,130,0,123
Georgia,Cook County,13,13075,2002,1580,154,0,146
Georgia,Cook County,13,13075,2003,1632,134,0,123
Georgia,Cook County,13,13075,2004,1684,118,0,107
Georgia,Cook County,13,13075,2005,1736,101,0,
Georgia,Cook County,13,13075,2006,1787,267,0,
Georgia,Cook County,13,13075,2007,1839,206,0,183
Georgia,Cook County,13,13075,2008,1891,231,0,204
Georgia,Cook County,13,13075,2009,1942,179,0,167
Georgia,Cook County,13,13075,2010,1994,182,0,170
Georgia,Cook County,13,13075,2011,2059,213,0,193
Georgia,Cook County,13,13075,2012,2123,228,0,207
Georgia,Cook County,13,13075,2013,2188,190,0,178
Georgia,Cook County,13,13075,2014,2252,234,0,219
Georgia,Cook County,13,13075,2015,2317,234,0,221
Georgia,Cook County,13,13075,2016,2381,330,0,278
Georgia,Coweta County,13,13077,2001,7382,1113,0,883
Georgia,Coweta County,13,13077,2002,7852,1003,0,803
Georgia,Coweta County,13,13077,2003,8321,1436,0,1148
Georgia,Coweta County,13,13077,2004,8791,1723,0,1390
Georgia,Coweta County,13,13077,2005,9260,2958,0,
Georgia,Coweta County,13,13077,2006,9729,1824,0,
Georgia,Coweta County,13,13077,2007,10199,1778,0,
Georgia,Coweta County,13,13077,2008,10668,2182,0,
Georgia,Coweta County,13,13077,2009,11138,1907,0,
Georgia,Coweta County,13,13077,2010,11607,2272,0,
Georgia,Coweta County,13,13077,2011,12071,2152,0,1583
Georgia,Coweta County,13,13077,2012,12535,2387,0,1732
Georgia,Coweta County,13,13077,2013,13000,2348,0,1627
Georgia,Coweta County,13,13077,2014,13464,2020,0,1435
Georgia,Coweta County,13,13077,2015,13928,1905,0,1410
Georgia,Coweta County,13,13077,2016,14392,1988,0,
Georgia,Crawford County,13,13079,2000,689,55,0,
Georgia,Crawford County,13,13079,2001,717,73,0,68
Georgia,Crawford County,13,13079,2002,744,81,0,
Georgia,Crawford County,13,13079,2003,772,98,0,
Georgia,Crawford County,13,13079,2004,799,77,0,67
Georgia,Crawford County,13,13079,2005,827,67,0,60
Georgia,Crawford County,13,13079,2006,854,91,0,86
Georgia,Crawford County,13,13079,2007,882,88,0,84
Georgia,Crawford County,13,13079,2008,909,64,0,60
Georgia,Crawford County,13,13079,2009,937,73,0,68
Georgia,Crawford County,13,13079,2010,964,96,0,87
Georgia,Crawford County,13,13079,2011,994,71,0,66
Georgia,Crawford County,13,13079,2012,1023,91,0,87
Georgia,Crawford County,13,13079,2013,1053,60,0,55
Georgia,Crawford County,13,13079,2014,1083,54,0,54
Georgia,Crawford County,13,13079,2015,1112,50,0,50
Georgia,Crawford County,13,13079,2016,1142,44,0,44
Georgia,Crisp County,13,13081,2000,3289,698,0,
Georgia,Crisp County,13,13081,2001,3341,459,0,377
Georgia,Crisp County,13,13081,2002,3392,411,0,
Georgia,Crisp County,13,13081,2003,3444,539,0,414
Georgia,Crisp County,13,13081,2004,3496,548,0,416
Georgia,Crisp County,13,13081,2005,3548,612,0,501
Georgia,Crisp County,13,13081,2006,3599,620,0,449
Georgia,Crisp County,13,13081,2007,3651,646,0,465
Georgia,Crisp County,13,13081,2008,3703,589,0,445
Georgia,Crisp County,13,13081,2009,3754,578,0,418
Georgia,Crisp County,13,13081,2010,3806,520,0,385
Georgia,Crisp County,13,13081,2011,3852,490,0,404
Georgia,Crisp County,13,13081,2012,3899,531,0,
Georgia,Crisp County,13,13081,2013,3945,547,0,
Georgia,Crisp County,13,13081,2014,3991,554,0,
Georgia,Crisp County,13,13081,2015,4038,477,0,395
Georgia,Crisp County,13,13081,2016,4084,488,0,
Georgia,Dade County,13,13083,2000,1110,53,0,
Georgia,Dade County,13,13083,2001,1155,45,0,
Georgia,Dade County,13,13083,2002,1199,52,0,
Georgia,Dade County,13,13083,2003,1244,33,0,
Georgia,Dade County,13,13083,2004,1288,44,0,44
Georgia,Dade County,13,13083,2005,1333,53,0,53
Georgia,Dade County,13,13083,2006,1378,77,0,70
Georgia,Dade County,13,13083,2007,1422,87,0,87
Georgia,Dade County,13,13083,2008,1467,78,0,77
Georgia,Dade County,13,13083,2009,1511,62,0,60
Georgia,Dade County,13,13083,2010,1556,60,0,59
Georgia,Dade County,13,13083,2011,1599,68,0,66
Georgia,Dade County,13,13083,2012,1642,77,0,77
Georgia,Dade County,13,13083,2013,1685,76,0,75
Georgia,Dade County,13,13083,2014,1727,75,0,75
Georgia,Dade County,13,13083,2015,1770,56,0,56
Georgia,Dade County,13,13083,2016,1813,65,0,64
Georgia,Dawson County,13,13085,2000,1126,146,0,
Georgia,Dawson County,13,13085,2001,1180,140,0,
Georgia,Dawson County,13,13085,2002,1233,218,0,
Georgia,Dawson County,13,13085,2003,1286,210,0,
Georgia,Dawson County,13,13085,2004,1339,183,0,
Georgia,Dawson County,13,13085,2005,1393,271,0,
Georgia,Dawson County,13,13085,2006,1446,284,0,
Georgia,Dawson County,13,13085,2007,1499,331,0,
Georgia,Dawson County,13,13085,2008,1552,308,0,244
Georgia,Dawson County,13,13085,2009,1606,284,0,244
Georgia,Dawson County,13,13085,2010,1659,270,0,227
Georgia,Dawson County,13,13085,2011,1720,254,0,
Georgia,Dawson County,13,13085,2012,1780,245,0,
Georgia,Dawson County,13,13085,2013,1841,165,0,
Georgia,Dawson County,13,13085,2014,1902,171,0,
Georgia,Dawson County,13,13085,2015,1962,163,0,
Georgia,Dawson County,13,13085,2016,2023,155,0,
Georgia,DeKalb County,13,13089,2001,104889,34453,0,22437
Georgia,DeKalb County,13,13089,2003,107616,38341,0,
Georgia,DeKalb County,13,13089,2004,108980,36458,0,25314
Georgia,DeKalb County,13,13089,2005,110343,35198,0,25589
Georgia,DeKalb County,13,13089,2006,111707,36435,0,26622
Georgia,DeKalb County,13,13089,2007,113071,39305,0,28558
Georgia,DeKalb County,13,13089,2008,114435,40985,0,30493
Georgia,DeKalb County,13,13089,2009,115798,36398,0,27273
Georgia,DeKalb County,13,13089,2010,117162,35075,0,27390
Georgia,DeKalb County,13,13089,2011,120163,35388,0,26720
Georgia,DeKalb County,13,13089,2012,123165,35290,0,25926
Georgia,DeKalb County,13,13089,2013,126166,34592,0,25128
Georgia,DeKalb County,13,13089,2014,129167,34906,0,25145
Georgia,DeKalb County,13,13089,2015,132169,33285,0,23214
Georgia,DeKalb County,13,13089,2016,135170,33004,0,22710
Georgia,Decatur County,13,13087,2001,2924,283,0,
Georgia,Decatur County,13,13087,2002,2992,332,0,
Georgia,Decatur County,13,13087,2003,3061,326,0,
Georgia,Decatur County,13,13087,2004,3129,371,0,
Georgia,Decatur County,13,13087,2005,3198,347,0,
Georgia,Decatur County,13,13087,2006,3267,353,0,
Georgia,Decatur County,13,13087,2007,3335,394,0,
Georgia,Decatur County,13,13087,2008,3404,410,0,
Georgia,Decatur County,13,13087,2009,3472,396,0,
Georgia,Decatur County,13,13087,2010,3541,267,0,
Georgia,Decatur County,13,13087,2012,3676,291,0,
Georgia,Decatur County,13,13087,2013,3744,351,0,
Georgia,Decatur County,13,13087,2014,3812,297,0,
Georgia,Decatur County,13,13087,2015,3879,355,0,
Georgia,Decatur County,13,13087,2016,3947,379,0,
Georgia,Dodge County,13,13091,2001,1924,57,0,
Georgia,Dodge County,13,13091,2002,1988,66,0,
Georgia,Dodge County,13,13091,2003,2053,80,0,
Georgia,Dodge County,13,13091,2004,2118,81,0,
Georgia,Dodge County,13,13091,2005,2183,85,0,
Georgia,Dodge County,13,13091,2006,2247,101,0,
Georgia,Dodge County,13,13091,2007,2312,93,0,
Georgia,Dodge County,13,13091,2008,2377,103,0,
Georgia,Dodge County,13,13091,2009,2441,113,0,
Georgia,Dodge County,13,13091,2010,2506,106,0,
Georgia,Dodge County,13,13091,2011,2559,136,0,
Georgia,Dodge County,13,13091,2012,2611,145,0,
Georgia,Dodge County,13,13091,2013,2664,138,0,
Georgia,Dodge County,13,13091,2014,2717,174,0,
Georgia,Dodge County,13,13091,2015,2769,184,0,
Georgia,Dodge County,13,13091,2016,2822,147,0,
Georgia,Dooly County,13,13093,2002,1218,44,0,
Georgia,Dooly County,13,13093,2003,1265,61,0,
Georgia,Dooly County,13,13093,2004,1312,65,0,
Georgia,Dooly County,13,13093,2005,1360,68,0,60
Georgia,Dooly County,13,13093,2006,1407,110,0,
Georgia,Dooly County,13,13093,2007,1454,131,0,103
Georgia,Dooly County,13,13093,2008,1501,112,0,80
Georgia,Dooly County,13,13093,2009,1549,73,0,
Georgia,Dooly County,13,13093,2010,1596,63,0,
Georgia,Dooly County,13,13093,2011,1625,115,0,
Georgia,Dooly County,13,13093,2012,1655,97,0,84
Georgia,Dooly County,13,13093,2013,1684,86,0,78
Georgia,Dooly County,13,13093,2014,1713,73,0,
Georgia,Dooly County,13,13093,2015,1743,71,0,69
Georgia,Dooly County,13,13093,2016,1772,84,0,79
Georgia,Dougherty County,13,13095,2001,16776,4566,0,
Georgia,Dougherty County,13,13095,2002,17016,5055,0,
Georgia,Dougherty County,13,13095,2003,17257,5704,0,3511
Georgia,Dougherty County,13,13095,2004,17497,5700,0,3654
Georgia,Dougherty County,13,13095,2005,17738,5827,0,4093
Georgia,Dougherty County,13,13095,2006,17979,5914,0,3997
Georgia,Dougherty County,13,13095,2007,18219,6152,0,4195
Georgia,Dougherty County,13,13095,2008,18460,6691,0,4063
Georgia,Dougherty County,13,13095,2009,18700,6362,0,3986
Georgia,Dougherty County,13,13095,2010,18941,6338,0,
Georgia,Dougherty County,13,13095,2011,19132,6370,0,
Georgia,Dougherty County,13,13095,2012,19323,6564,0,
Georgia,Dougherty County,13,13095,2013,19514,6875,0,
Georgia,Dougherty County,13,13095,2014,19704,6454,0,
Georgia,Dougherty County,13,13095,2015,19895,6159,0,
Georgia,Dougherty County,13,13095,2016,20086,6564,0,
Georgia,Douglas County,13,13097,2003,9999,3184,0,
Georgia,Douglas County,13,13097,2004,10578,4018,0,
Georgia,Douglas County,13,13097,2005,11158,4143,0,
Georgia,Douglas County,13,13097,2006,11737,4575,0,
Georgia,Douglas County,13,13097,2007,12316,5061,0,3857
Georgia,Douglas County,13,13097,2008,12895,5388,0,
Georgia,Douglas County,13,13097,2009,13474,4676,0,
Georgia,Douglas County,13,13097,2010,14053,4964,0,
Georgia,Douglas County,13,13097,2011,14456,5210,0,
Georgia,Douglas County,13,13097,2012,14858,5551,0,
Georgia,Douglas County,13,13097,2013,15261,5210,0,
Georgia,Douglas County,13,13097,2014,15663,5334,0,
Georgia,Douglas County,13,13097,2015,16066,5263,0,
Georgia,Douglas County,13,13097,2016,16468,5598,0,
Georgia,Early County,13,13099,2001,1299,64,0,
Georgia,Early County,13,13099,2003,1306,122,0,
Georgia,Early County,13,13099,2004,1309,121,0,
Georgia,Early County,13,13099,2005,1313,101,0,
Georgia,Early County,13,13099,2006,1316,127,0,
Georgia,Early County,13,13099,2007,1319,124,0,113
Georgia,Early County,13,13099,2008,1322,118,0,107
Georgia,Early County,13,13099,2009,1326,112,0,91
Georgia,Early County,13,13099,2010,1329,134,0,109
Georgia,Early County,13,13099,2011,1352,114,0,86
Georgia,Early County,13,13099,2012,1375,76,0,72
Georgia,Early County,13,13099,2013,1399,124,0,112
Georgia,Early County,13,13099,2015,1445,150,0,130
Georgia,Echols County,13,13101,2001,319,2,0,
Georgia,Echols County,13,13101,2002,331,4,0,
Georgia,Echols County,13,13101,2003,343,9,0,
Georgia,Echols County,13,13101,2004,355,13,0,
Georgia,Echols County,13,13101,2005,367,15,0,15
Georgia,Echols County,13,13101,2006,378,23,0,22
Georgia,Echols County,13,13101,2007,390,19,0,19
Georgia,Echols County,13,13101,2008,402,7,0,
Georgia,Echols County,13,13101,2009,414,14,0,
Georgia,Echols County,13,13101,2010,426,11,0,
Georgia,Echols County,13,13101,2012,451,8,0,
Georgia,Echols County,13,13101,2013,464,17,0,
Georgia,Echols County,13,13101,2014,477,21,0,18
Georgia,Echols County,13,13101,2015,489,11,0,
Georgia,Echols County,13,13101,2016,502,12,0,
Georgia,Effingham County,13,13103,2001,2466,284,0,
Georgia,Effingham County,13,13103,2002,2651,288,0,
Georgia,Effingham County,13,13103,2003,2835,295,0,
Georgia,Effingham County,13,13103,2004,3019,541,0,
Georgia,Effingham County,13,13103,2005,3204,297,0,
Georgia,Effingham County,13,13103,2006,3388,487,0,
Georgia,Effingham County,13,13103,2007,3572,546,0,
Georgia,Effingham County,13,13103,2008,3756,659,0,
Georgia,Effingham County,13,13103,2009,3941,554,0,
Georgia,Effingham County,13,13103,2010,4125,662,0,
Georgia,Effingham County,13,13103,2011,4314,682,0,
Georgia,Effingham County,13,13103,2012,4502,722,0,
Georgia,Effingham County,13,13103,2013,4691,739,0,
Georgia,Effingham County,13,13103,2014,4880,688,0,555
Georgia,Effingham County,13,13103,2015,5068,588,0,513
Georgia,Effingham County,13,13103,2016,5257,652,0,532
Georgia,Elbert County,13,13105,2001,1970,193,0,
Georgia,Elbert County,13,13105,2002,2010,231,0,
Georgia,Elbert County,13,13105,2003,2051,213,0,
Georgia,Elbert County,13,13105,2004,2092,163,0,
Georgia,Elbert County,13,13105,2005,2133,238,0,209
Georgia,Elbert County,13,13105,2006,2173,235,0,
Georgia,Elbert County,13,13105,2007,2214,237,0,
Georgia,Elbert County,13,13105,2008,2255,193,0,
Georgia,Elbert County,13,13105,2009,2295,190,0,
Georgia,Elbert County,13,13105,2010,2336,187,0,
Georgia,Elbert County,13,13105,2011,2385,234,0,
Georgia,Elbert County,13,13105,2012,2433,198,0,175
Georgia,Elbert County,13,13105,2013,2482,172,0,155
Georgia,Elbert County,13,13105,2014,2531,159,0,152
Georgia,Elbert County,13,13105,2015,2579,166,0,154
Georgia,Elbert County,13,13105,2016,2628,209,0,190
Georgia,Emanuel County,13,13107,2002,2438,155,0,144
Georgia,Emanuel County,13,13107,2003,2496,179,0,172
Georgia,Emanuel County,13,13107,2005,2611,274,0,
Georgia,Emanuel County,13,13107,2006,2668,267,0,242
Georgia,Emanuel County,13,13107,2007,2726,270,0,251
Georgia,Emanuel County,13,13107,2009,2841,277,0,254
Georgia,Emanuel County,13,13107,2010,2898,242,0,217
Georgia,Emanuel County,13,13107,2011,2964,274,0,251
Georgia,Emanuel County,13,13107,2013,3097,304,0,
Georgia,Emanuel County,13,13107,2015,3230,332,0,280
Georgia,Emanuel County,13,13107,2016,3296,292,0,273
Georgia,Evans County,13,13109,2001,1110,135,0,100
Georgia,Evans County,13,13109,2002,1142,65,0,60
Georgia,Evans County,13,13109,2005,1237,97,0,
Georgia,Evans County,13,13109,2006,1269,167,0,155
Georgia,Evans County,13,13109,2007,1301,120,0,106
Georgia,Evans County,13,13109,2008,1332,146,0,127
Georgia,Evans County,13,13109,2009,1364,139,0,126
Georgia,Evans County,13,13109,2010,1396,97,0,91
Georgia,Evans County,13,13109,2011,1429,105,0,91
Georgia,Evans County,13,13109,2013,1494,91,0,88
Georgia,Evans County,13,13109,2014,1526,138,0,130
Georgia,Evans County,13,13109,2015,1559,94,0,87
Georgia,Evans County,13,13109,2016,1591,101,0,88
Georgia,Fannin County,13,13111,2000,1459,66,0,
Georgia,Fannin County,13,13111,2001,1536,80,0,
Georgia,Fannin County,13,13111,2002,1613,94,0,
Georgia,Fannin County,13,13111,2003,1690,63,0,63
Georgia,Fannin County,13,13111,2005,1845,126,0,125
Georgia,Fannin County,13,13111,2006,1922,110,0,
Georgia,Fannin County,13,13111,2007,1999,121,0,116
Georgia,Fannin County,13,13111,2008,2077,102,0,100
Georgia,Fannin County,13,13111,2010,2231,136,0,133
Georgia,Fannin County,13,13111,2011,2319,135,0,
Georgia,Fannin County,13,13111,2012,2408,161,0,
Georgia,Fannin County,13,13111,2013,2496,157,0,
Georgia,Fannin County,13,13111,2014,2584,144,0,143
Georgia,Fannin County,13,13111,2015,2673,119,0,115
Georgia,Fannin County,13,13111,2016,2761,145,0,137
Georgia,Fayette County,13,13113,2001,4499,768,0,530
Georgia,Fayette County,13,13113,2002,4726,919,0,635
Georgia,Fayette County,13,13113,2003,4953,1033,0,716
Georgia,Fayette County,13,13113,2004,5180,1113,0,812
Georgia,Fayette County,13,13113,2005,5407,1148,0,
Georgia,Fayette County,13,13113,2006,5633,981,0,
Georgia,Fayette County,13,13113,2007,5860,1322,0,1033
Georgia,Fayette County,13,13113,2008,6087,1395,0,1125
Georgia,Fayette County,13,13113,2009,6314,1185,0,
Georgia,Fayette County,13,13113,2010,6541,1323,0,
