CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
8880063,1,1,Y,M,64,G,G,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2009,AUDI,A,01,,W,,-,-,2019
8880063,2,4,N,M,58,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
8893235,1,4,Y,M,15,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,E,,-,L,04,,H,,-,-,2019
8893235,2,1,N,M,37,A,-,W,M,W,N,-,3,-,-,"- ",,,N,-,0,0,B,2001,SUZUKI,C,02,,,,-,-,2019
8915624,1,1,Y,-,998,-,,-,-,-,,-,-,-,-,"- ",,,-,-,0,0,-,,-,-,99,,,,-,-,2019
8915624,2,2,N,M,20,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2019
8917270,1,1,Y,-,998,G,G,E,-,-,,-,-,-,-,"- ",,,N,-,0,0,R,,-,A,01,,,,-,-,2019
8917270,2,2,N,M,27,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
8893239,1,1,Y,M,50,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2012,HONDA,A,08,,A,,-,-,2019
8893239,2,2,N,F,27,A,-,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
8925188,1,1,Y,M,64,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2005,TOYOTA,A,07,,O,,-,-,2019
8925188,2,2,N,F,29,H,H,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2019
8795502,1,1,Y,M,998,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,-,,-,-,,,,,-,-,2018
8795502,2,4,N,M,77,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2018
8799826,1,2,Y,F,63,G,G,N,-,-,O,-,3,-,,35,21954,A,A,-,0,1,B,,-,N,60,,B,,-,-,2021
8799826,2,1,N,M,28,A,-,E,M,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2005,-,D,22,,H,,-,-,2021
8930654,1,2,Y,F,54,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2019
8930654,2,1,N,-,998,G,G,N,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8799830,1,1,Y,M,56,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2005,-,A,01,,A,,-,-,2021
8799830,2,2,N,M,13,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,A,,-,-,2021
8935916,1,1,Y,M,43,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2009,TOYOTA,A,01,,B,,-,-,2019
8935916,2,2,N,F,25,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,C,,-,N,60,,B,,-,-,2019
8809037,1,4,Y,M,21,A,-,N,-,-,O,-,-,-,-,"- ",,,F,-,0,0,R,,-,L,04,,W,K,-,-,2019
8809037,2,4,N,M,16,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,,,-,-,2019
8899875,1,1,Y,M,998,G,G,E,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,2012,AUDI,A,01,,B,,-,-,2019
8899875,2,4,N,M,36,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8820283,1,1,N,-,998,G,G,E,B,-,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2019
8820283,2,4,N,F,20,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8942814,1,4,Y,M,47,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2019
8942814,2,1,N,M,33,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1999,LEXUS,A,01,,B,,-,-,2019
8942826,1,1,Y,-,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,-,,-,-,,99,,,-,-,2019
8942826,2,2,N,M,23,G,G,W,-,-,O,-,-,-,-,"- ",,,A,-,0,1,R,,-,N,60,,B,,-,-,2019
8831014,1,1,Y,M,36,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,HYUNDAI,A,01,,H,,-,-,2019
8831014,2,2,N,M,53,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2019
8943893,1,1,Y,-,998,G,G,E,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,08,,,,-,-,2019
8943893,2,2,N,F,40,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8943893,3,2,N,F,2,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,0,B,,-,N,60,,B,,-,-,2019
8947338,1,1,Y,-,998,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2019
8947338,2,2,N,F,23,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2019
8947355,1,2,Y,M,71,G,G,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8947355,2,1,N,M,63,A,-,S,P,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,TOYOTA,A,01,,O,,-,-,2019
8909710,1,1,Y,M,998,G,G,W,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,FORD,A,01,,B,,-,-,2019
8909710,2,2,N,M,28,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2019
8959630,1,1,Y,M,998,G,G,S,-,L,,-,-,-,-,"- ",,,N,-,0,0,G,2017,FORD,A,01,,,,-,-,2019
8959630,2,2,N,M,24,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
8909714,1,1,Y,-,998,G,G,W,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2019
8909714,2,2,N,F,14,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8909726,1,1,Y,-,998,G,G,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2019
8909726,2,2,N,F,67,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2019
8965403,1,4,Y,M,53,G,G,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,D,,-,L,04,,B,,-,-,2019
8965403,2,1,N,F,50,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2019,NISSAN,A,01,,B,,-,-,2019
8966191,1,1,Y,M,998,G,G,N,N,B,,-,-,-,,19,20002,,A,N,0,0,D,2001,FORD,A,01,,B,,-,-,2019
8966191,2,4,N,M,54,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
8966203,1,1,Y,-,998,G,G,S,N,B,N,-,-,-,-,"- ",,,N,-,0,0,E,2000,DODGE,A,07,,,,-,-,2019
8966203,2,2,N,M,54,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2019
8966573,1,2,Y,M,22,B,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,A,,-,-,2019
8966577,1,1,Y,F,998,G,G,N,M,B,,-,-,-,-,"- ",,,N,-,0,0,A,2012,DODGE,A,01,,B,,-,-,2019
8966577,2,2,N,M,43,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,N,60,,H,,-,-,2019
8909730,1,1,Y,M,998,-,-,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,B,,-,-,2019
8909730,2,2,N,F,44,G,G,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8970441,1,1,Y,M,998,G,G,N,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,2017,INFINITI,A,01,,B,,-,-,2019
8970441,2,4,N,M,50,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8970997,1,1,Y,M,31,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2000,FORD,A,01,,H,,-,-,2019
8970997,2,4,N,M,53,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
8909738,1,1,Y,M,46,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2007,DODGE,A,01,,B,,-,-,2019
8909738,2,2,N,M,72,G,G,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8972169,1,1,Y,-,998,D,-,W,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8972169,2,4,N,M,60,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8870186,1,1,Y,-,998,A,-,N,-,B,,-,3,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2019
8870186,2,2,N,M,26,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,N,,-,N,60,,H,,-,-,2019
8979323,1,1,Y,-,998,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,2005,HARLEY-DAVIDSON,C,02,,,,-,-,2019
8979323,2,2,N,M,28,G,G,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,,,-,-,2019
8911506,1,1,Y,M,26,G,G,S,M,B,N,-,-,-,-,"- ",,,N,-,0,0,I,2004,-,A,01,,H,,-,-,2020
8911506,2,2,N,F,40,A,E,E,-,-,O,-,-,-,-,"- ",,,N,-,1,0,-,,-,N,60,,B,,-,-,2020
8879643,1,2,Y,M,55,G,G,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8879643,2,1,N,-,998,G,G,E,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8983645,1,1,Y,-,998,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8983645,2,2,N,M,89,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2019
8983848,1,1,Y,F,47,A,-,N,M,G,Y,-,3,-,-,"- ",,,E,-,0,0,E,1998,HONDA,A,01,,H,,-,-,2019
8983848,2,2,N,F,28,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8983892,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,L,2017,KIA,A,01,,,,-,-,2019
8983892,2,2,N,M,48,A,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
8913242,1,1,Y,F,87,A,-,S,M,G,,-,-,-,-,"- ",,,N,-,0,0,E,2003,CHRYSLER,A,01,,,,-,-,2018
8913242,2,4,N,-,998,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,,,-,-,2018
8886385,1,1,Y,M,18,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1996,GMC,D,22,,A,,-,-,2019
8886385,2,2,N,M,49,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
8886776,1,1,Y,M,998,G,G,E,P,A,,-,-,-,-,"- ",,,N,-,0,0,B,,-,C,02,,H,,-,-,2019
8886776,2,4,N,M,51,G,G,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,L,04,,H,,-,-,2019
8886780,1,1,Y,M,76,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2012,NISSAN,A,01,,A,,-,-,2019
8886780,2,2,N,F,62,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,A,,-,-,2019
8922594,1,4,Y,F,24,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2019
8922594,2,1,N,M,25,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2012,TOYOTA,A,01,,H,,-,-,2019
8991746,1,1,Y,F,998,G,G,S,-,B,,-,-,-,-,"- ",,,N,-,0,0,E,2013,HONDA,A,01,,W,,-,-,2019
8991746,2,2,N,M,50,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2019
8991750,1,2,Y,M,33,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2019
8991750,2,1,N,F,31,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2009,HONDA,A,01,,H,,-,-,2019
8926424,1,4,Y,M,49,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8926424,2,3,N,-,998,-,-,-,-,-,O,-,-,-,-,"- ",,,-,-,0,0,O,2015,TOYOTA,A,01,,,,-,-,2019
8996148,1,1,Y,M,21,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,L,2005,TOYOTA,A,01,,A,,-,-,2019
8996148,2,4,N,M,56,A,-,E,-,-,O,-,-,-,-,"- ",,,M,-,0,1,B,,-,L,04,,B,,-,-,2019
8996154,1,4,Y,M,25,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8996154,2,1,N,-,998,G,G,W,N,B,,-,-,-,,19,20002,,A,-,0,0,B,,-,A,01,,,,-,-,2019
8899867,1,2,N,M,70,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2019
8899867,2,2,N,M,51,A,-,S,-,-,O,-,2,-,-,"- ",,,N,-,0,0,D,,-,N,60,,,,-,-,2019
8929021,1,1,Y,-,998,G,G,S,-,-,,-,-,-,-,"- ",,,N,-,0,0,I,,-,-,99,,,,-,-,2019
8929021,2,2,N,M,73,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2019
8935294,1,1,Y,M,44,A,-,S,N,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2016,"OTHER - AUTO",I,11,,O,,-,-,2019
8935294,2,2,N,M,38,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
8901183,1,1,Y,M,65,A,-,S,M,G,Y,-,-,-,-,"- ",,,E,-,0,0,E,2006,DODGE,D,22,,B,,-,-,2019
8901183,2,2,N,F,78,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8902359,1,1,Y,M,61,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,G,2009,KIA,A,07,,W,,-,-,2019
8902359,2,2,N,F,30,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8902969,1,1,Y,M,31,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2007,CHEVROLET,A,08,,A,,-,-,2019
8902969,2,2,N,F,51,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,O,,-,-,2019
9002529,1,1,Y,F,998,G,G,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,2012,HONDA,A,01,,B,,-,-,2019
9002529,2,2,N,F,32,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2019
8960021,1,4,Y,M,32,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
8960021,2,1,N,M,42,A,-,S,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2013,CHEVROLET,J,48,,H,,-,-,2019
8964506,1,1,Y,-,998,G,G,N,N,B,,-,-,-,-,"- ",,,N,-,0,0,E,,"OTHER - AUTO",A,01,,,,-,-,2019
8964506,2,2,N,F,64,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,,,-,-,2019
8966638,1,1,Y,-,998,G,G,S,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,HONDA,A,01,,,,-,-,2019
8966638,2,4,N,M,56,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
8971628,1,4,Y,M,34,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
8971628,2,1,N,M,22,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,F,2003,AUDI,A,01,,W,,-,-,2019
8977159,1,1,Y,-,998,G,G,W,B,-,,-,-,-,-,"- ",,,N,-,0,0,D,,FORD,A,07,,,,-,-,2019
8977159,2,2,N,M,39,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8979946,1,1,Y,-,998,G,G,N,N,B,,-,-,-,,19,20002,A,A,N,0,0,B,,CHEVROLET,A,01,,,,-,-,2019
8979946,2,3,N,-,998,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2003,CADILLAC,A,07,,,,-,-,2019
8979946,3,2,N,M,31,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2019
8980856,1,1,Y,M,36,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2008,SATURN,A,01,,H,,-,-,2019
8980856,2,2,N,M,54,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
8996080,1,1,Y,F,31,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,G,2017,FORD,A,01,,B,,-,-,2019
8996080,2,4,N,M,25,-,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,L,04,,A,,-,-,2019
8939116,1,1,Y,-,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2018
8939116,2,2,N,F,43,B,-,-,-,-,O,-,-,-,,35,21956,A,A,N,1,0,R,,-,N,60,,B,,-,-,2018
8939132,1,2,Y,M,63,D,E,W,-,-,O,-,-,-,-,"- ",,,L,-,1,0,A,,-,N,60,,B,,-,-,2018
8939132,2,1,N,M,42,A,-,W,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2006,FORD,A,07,,A,,-,-,2018
8942591,1,1,Y,M,42,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2006,HONDA,A,08,,,,-,-,2019
8942591,2,3,N,-,998,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2006,CHRYSLER,A,01,,,,-,-,2019
8942591,3,2,N,-,998,-,,-,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,,,-,-,2019
8943534,1,1,Y,F,20,A,-,E,M,G,Y,-,1,-,-,"- ",,,F,-,0,0,D,2013,FORD,A,01,,W,A,-,-,2019
8943534,2,2,N,F,35,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2019
8943534,3,2,N,M,0,-,-,N,-,-,O,-,-,-,-,"- ",,,-,-,0,0,B,,-,N,60,,W,,-,-,2019
8943534,4,2,N,M,0,-,-,N,-,-,O,-,-,-,-,"- ",,,-,-,0,0,B,,-,N,60,,W,,-,-,2019
8954931,1,1,Y,M,64,-,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,L,2011,FORD,A,07,,A,,-,-,2019
8954931,2,4,N,M,29,G,G,E,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,,-,L,04,,H,,-,-,2019
9006333,1,2,Y,M,41,B,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,L,,-,N,60,,H,,-,-,2019
9006333,2,1,N,M,50,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,1999,MERCEDES-BENZ,A,01,,W,,-,-,2019
9006442,1,1,Y,F,20,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2005,CHEVROLET,A,01,,H,,-,-,2019
9006442,2,2,N,F,9,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
9009818,1,1,N,-,998,-,-,W,-,B,,-,-,-,-,"- ",,,M,-,0,0,B,,-,-,,,,,-,-,2019
9009818,2,2,Y,M,28,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
9009834,1,1,Y,M,70,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2018,TOYOTA,A,07,,A,,-,-,2019
9009834,2,4,N,F,28,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2019
8984639,1,1,Y,F,998,G,G,E,B,-,,-,-,-,-,"- ",,,N,-,0,0,M,,-,-,99,,,,-,-,2018
8984639,2,2,N,M,10,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2018
8986087,1,1,Y,-,998,G,G,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,,,-,-,2019
8986087,2,2,N,M,51,B,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8986138,1,1,Y,-,998,G,G,N,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8986138,2,4,N,M,35,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2019
8986150,1,1,Y,F,48,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2008,SCION,A,01,,,,-,-,2019
8986150,2,4,N,F,24,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8990065,1,1,N,M,71,A,-,S,M,G,,-,-,-,-,"- ",,,N,-,0,0,L,2014,FORD,A,01,,W,,-,-,2019
8990065,2,2,N,M,26,B,-,-,-,-,O,-,-,-,-,"- ",,,M,-,0,1,R,,-,N,60,,H,,-,-,2019
8997389,1,4,Y,M,41,A,-,S,-,-,O,-,3,-,-,"- ",,,M,-,0,1,B,,-,L,04,,H,,-,-,2019
8997389,2,1,N,M,84,A,-,N,L,G,,-,3,-,-,"- ",,,N,-,0,0,E,2014,GMC,A,01,,B,,-,-,2019
9001689,1,1,Y,M,46,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2007,TOYOTA,A,01,,W,,-,-,2019
9001689,2,2,N,F,24,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
9001858,1,1,Y,M,37,A,-,W,M,H,Y,-,-,-,-,"- ",,,N,-,0,0,E,2018,TOYOTA,A,01,,W,,-,-,2019
9001858,2,2,N,M,71,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
9002481,1,2,Y,F,52,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,O,,-,-,2019
9002481,2,1,N,F,44,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2015,HONDA,A,01,,W,,-,-,2019
9002485,1,1,Y,F,56,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2007,ACURA,A,07,,H,,-,-,2019
9002485,2,4,N,M,13,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
9002517,1,2,Y,F,7,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,L,,-,N,60,,B,,-,-,2019
9002517,2,1,N,F,34,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2011,NISSAN,A,01,,B,,-,-,2019
9039405,1,2,Y,F,49,G,G,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,W,,-,-,2019
9039405,2,1,N,F,32,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2008,TOYOTA,A,01,,A,,-,-,2019
9006193,1,1,Y,F,31,A,-,W,G,-,Y,-,3,-,-,"- ",,,N,-,0,0,B,2008,HONDA,A,01,,H,,-,-,2019
9006193,2,2,N,M,40,A,-,S,-,-,O,-,-,-,-,"- ",,,M,-,0,1,R,,-,N,60,,,,-,-,2019
9017614,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,MERCEDES-BENZ,A,01,,,,-,-,2020
9017614,2,2,N,M,74,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2020
9017618,1,1,Y,M,19,A,-,E,M,B,N,-,-,-,-,"- ",,,N,-,0,0,D,2002,TOYOTA,A,01,,A,,-,-,2020
9017618,2,4,N,M,31,A,-,S,-,-,O,-,-,-,,44,21200,,A,-,0,1,B,,-,L,04,,B,,-,-,2020
9017641,1,1,Y,M,62,A,-,N,M,G,,-,3,-,-,"- ",,,N,-,0,0,B,2002,MERCEDES-BENZ,A,01,,B,,-,-,2020
9017641,2,2,N,M,22,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2020
9020482,1,4,Y,M,29,-,E,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,L,,-,L,04,,H,,-,-,2019
9020482,2,1,N,M,998,G,G,S,L,B,,-,-,-,-,"- ",,,H,-,0,0,A,,CADILLAC,A,07,,A,,-,-,2019
9009909,1,1,Y,M,998,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,1990,"BATAVUS (MOPED)",A,01,,,,-,-,2019
9009909,2,2,N,M,53,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,W,,-,-,2019
9012055,1,1,Y,-,998,G,G,W,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,HONDA,A,01,,,,-,-,2019
9012055,2,2,N,F,35,G,G,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2019
9013457,1,1,N,M,88,A,-,S,M,G,N,-,-,-,-,"- ",,,A,-,0,0,A,2003,HONDA,A,01,,B,,-,-,2019
